,Transaction_ID,Customer_ID,Product_Id,Date,Quantity,Amount
631,t632,C105,P13,2022-02-16,1,8
632,t633,C26,P18,2022-03-16,5,345
633,t634,C39,P9,2020-12-23,1,80
634,t635,C24,P20,2019-07-04,2,98
635,t636,C60,P8,2023-01-16,1,40
636,t637,C39,P20,2021-12-14,3,147
637,t638,C59,P12,2022-11-28,2,72
638,t639,C245,P9,2022-10-28,1,80
639,t640,C169,P12,2020-06-25,1,36
640,t641,C117,P7,2022-09-13,1,12
641,t642,C246,P12,2020-02-15,1,36
642,t643,C27,P16,2019-08-21,1,520
643,t644,C26,P19,2021-12-20,1,54
644,t645,C157,P10,2020-12-29,3,180
645,t646,C131,P15,2020-12-04,4,1400
646,t647,C103,P10,2020-09-29,1,60
647,t648,C131,P3,2019-11-25,5,150
648,t649,C110,P5,2021-11-17,4,100
649,t650,C98,P14,2020-06-21,1,98
650,t651,C33,P7,2021-12-09,1,12
651,t652,C28,P4,2020-10-02,1,120
652,t653,C41,P17,2019-11-13,2,976
653,t654,C197,P21,2020-03-17,1,76
654,t655,C98,P22,2020-03-22,2,184
655,t656,C117,P18,2022-06-03,2,138
656,t657,C144,P3,2019-11-13,2,60
657,t658,C168,P14,2020-02-01,3,294
658,t659,C136,P21,2020-05-24,2,152
659,t660,C35,P11,2021-10-20,1,45
660,t661,C91,P18,2022-12-24,1,69
661,t662,C182,P11,2021-02-16,4,180
662,t663,C24,P5,2020-07-07,1,25
663,t664,C2,P14,2021-12-22,2,196
664,t665,C240,P17,2021-07-07,5,2440
665,t666,C117,P9,2022-09-04,3,240
666,t667,C202,P11,2021-03-29,1,45
667,t668,C224,P1,2019-12-31,3,150
668,t669,C213,P10,2020-05-06,5,300
669,t670,C84,P3,2023-02-18,1,30
670,t671,C87,P12,2020-12-10,1,36
671,t672,C112,P21,2020-03-04,3,228
672,t673,C225,P13,2023-06-16,3,24
673,t674,C57,P2,2019-09-24,3,294
674,t675,C92,P12,2021-01-17,5,180
675,t676,C154,P7,2019-09-22,2,24
676,t677,C54,P14,2022-01-14,1,98
677,t678,C185,P9,2023-05-14,3,240
678,t679,C215,P10,2021-08-07,2,120
679,t680,C10,P6,2022-03-06,2,36
680,t681,C221,P22,2022-04-13,1,92
681,t682,C78,P13,2020-09-13,2,16
682,t683,C27,P17,2023-03-21,3,1464
683,t684,C197,P8,2021-03-29,1,40
684,t685,C167,P13,2020-11-24,3,24
685,t686,C225,P1,2021-03-01,2,100
686,t687,C238,P3,2021-12-26,1,30
687,t688,C80,P2,2023-02-15,1,98
688,t689,C43,P18,2021-12-14,1,69
689,t690,C236,P15,2019-08-20,1,350
690,t691,C22,P4,2020-09-24,2,240
691,t692,C213,P7,2020-04-28,3,36
692,t693,C186,P16,2020-08-18,1,520
693,t694,C73,P11,2022-07-27,1,45
694,t695,C171,P15,2023-06-07,2,700
695,t696,C165,P21,2021-03-21,3,228
696,t697,C148,P13,2022-03-15,5,40
697,t698,C112,P7,2022-10-30,1,12
698,t699,C18,P2,2022-04-20,4,392
699,t700,C46,P8,2019-07-14,2,80
700,t701,C142,P2,2020-04-23,2,196
701,t702,C98,P9,2023-06-11,2,160
702,t703,C201,P18,2022-03-19,1,69
703,t704,C128,P10,2023-02-15,2,120
704,t705,C127,P9,2023-02-02,1,80
705,t706,C192,P5,2022-03-28,2,50
706,t707,C46,P21,2022-01-13,1,76
707,t708,C84,P20,2021-02-08,2,98
708,t709,C105,P17,2019-09-20,3,1464
709,t710,C201,P9,2020-01-19,1,80
710,t711,C22,P15,2023-01-22,1,350
711,t712,C55,P19,2021-03-14,1,54
712,t713,C229,P1,2022-05-14,3,150
713,t714,C149,P16,2019-11-09,1,520
714,t715,C111,P16,2020-02-01,3,1560
715,t716,C71,P9,2021-02-08,3,240
716,t717,C191,P15,2022-04-06,5,1750
717,t718,C120,P8,2020-03-07,1,40
718,t719,C123,P4,2022-01-19,1,120
719,t720,C90,P12,2019-07-24,1,36
720,t721,C141,P6,2023-01-22,2,36
721,t722,C218,P20,2021-11-01,4,196
722,t723,C230,P21,2021-07-19,3,228
723,t724,C107,P21,2020-10-11,1,76
724,t725,C130,P20,2020-11-30,4,196
725,t726,C249,P14,2019-11-16,3,294
726,t727,C158,P15,2020-05-19,1,350
727,t728,C97,P14,2021-01-21,1,98
728,t729,C73,P4,2022-07-19,2,240
729,t730,C42,P2,2021-05-07,1,98
730,t731,C22,P9,2019-08-10,3,240
731,t732,C101,P5,2023-06-28,1,25
732,t733,C86,P17,2021-08-06,1,488
733,t734,C194,P20,2022-03-19,1,49
734,t735,C35,P11,2022-08-03,1,45
735,t736,C113,P13,2022-07-04,1,8
736,t737,C84,P19,2020-04-10,2,108
737,t738,C20,P6,2021-04-30,1,18
738,t739,C167,P11,2021-04-30,2,90
739,t740,C173,P12,2022-11-28,1,36
740,t741,C114,P17,2021-05-03,1,488
741,t742,C208,P18,2020-10-02,3,207
742,t743,C181,P18,2021-02-07,1,69
743,t744,C113,P3,2023-06-13,1,30
744,t745,C4,P6,2020-08-30,1,18
745,t746,C113,P20,2021-07-05,2,98
746,t747,C15,P3,2021-12-24,1,30
747,t748,C55,P7,2019-12-23,1,12
748,t749,C14,P12,2022-04-02,3,108
749,t750,C83,P21,2019-08-31,2,152
750,t751,C150,P17,2021-02-24,1,488
751,t752,C64,P21,2021-12-01,3,228
752,t753,C14,P6,2022-02-11,2,36
753,t754,C44,P20,2019-06-30,2,98
754,t755,C107,P11,2021-05-28,1,45
755,t756,C215,P20,2020-05-26,3,147
756,t757,C159,P21,2023-02-10,4,304
757,t758,C105,P22,2020-04-23,3,276
758,t759,C79,P10,2023-01-05,1,60
759,t760,C223,P22,2022-11-14,1,92
760,t761,C99,P21,2020-09-21,1,76
761,t762,C202,P22,2022-02-26,1,92
762,t763,C40,P9,2022-11-10,1,80
763,t764,C155,P5,2021-10-18,3,75
764,t765,C177,P17,2021-10-11,2,976
765,t766,C72,P11,2022-04-07,1,45
766,t767,C32,P17,2020-06-13,3,1464
767,t768,C123,P2,2023-05-26,5,490
768,t769,C113,P20,2020-12-18,4,196
769,t770,C45,P3,2021-04-28,3,90
770,t771,C191,P11,2020-03-31,2,90
771,t772,C22,P19,2023-06-27,2,108
772,t773,C151,P2,2020-10-16,1,98
773,t774,C24,P22,2019-08-03,4,368
774,t775,C10,P22,2021-02-25,4,368
775,t776,C66,P7,2020-11-27,2,24
776,t777,C26,P13,2022-11-18,3,24
777,t778,C59,P9,2019-09-07,1,80
778,t779,C120,P12,2021-02-25,1,36
779,t780,C92,P9,2022-08-22,4,320
780,t781,C218,P1,2021-12-09,1,50
781,t782,C228,P10,2021-10-10,5,300
782,t783,C121,P16,2023-06-10,1,520
783,t784,C211,P14,2023-04-12,1,98
784,t785,C141,P4,2021-09-08,3,360
785,t786,C166,P1,2021-07-25,2,100
786,t787,C128,P17,2021-01-11,1,488
787,t788,C84,P1,2019-10-27,1,50
788,t789,C235,P20,2021-09-09,4,196
789,t790,C74,P20,2020-01-14,4,196
790,t791,C55,P10,2020-05-20,3,180
791,t792,C72,P22,2019-08-24,1,92
792,t793,C174,P9,2023-04-10,1,80
793,t794,C53,P1,2022-08-02,1,50
794,t795,C74,P22,2022-07-25,1,92
795,t796,C89,P17,2019-10-23,3,1464
796,t797,C142,P10,2020-09-19,3,180
797,t798,C239,P20,2023-03-04,3,147
798,t799,C17,P12,2021-09-16,2,72
799,t800,C73,P11,2023-01-05,1,45
800,t801,C106,P17,2022-06-14,1,488
801,t802,C29,P14,2023-04-24,1,98
802,t803,C69,P8,2022-07-21,2,80
803,t804,C78,P7,2022-03-09,2,24
804,t805,C207,P11,2023-01-04,3,135
805,t806,C198,P13,2023-02-15,1,8
806,t807,C133,P14,2020-08-19,1,98
807,t808,C110,P10,2021-06-28,3,180
808,t809,C177,P9,2020-03-01,1,80
809,t810,C86,P2,2021-01-15,4,392
810,t811,C18,P15,2021-11-01,2,700
811,t812,C141,P6,2023-01-09,3,54
812,t813,C162,P2,2020-04-29,4,392
813,t814,C95,P7,2022-10-27,2,24
814,t815,C226,P10,2022-11-24,1,60
815,t816,C152,P3,2020-07-15,1,30
816,t817,C59,P6,2022-05-21,2,36
817,t818,C111,P12,2021-07-28,4,144
818,t819,C167,P18,2019-10-02,2,138
819,t820,C191,P12,2021-05-23,1,36
820,t821,C130,P11,2020-05-22,2,90
821,t822,C106,P2,2020-06-30,1,98
822,t823,C99,P2,2022-07-03,1,98
823,t824,C43,P20,2020-12-21,2,98
824,t825,C249,P1,2020-05-05,4,200
825,t826,C76,P5,2021-11-09,1,25
826,t827,C39,P6,2020-07-05,2,36
827,t828,C103,P20,2020-11-29,1,49
828,t829,C162,P19,2022-08-03,4,216
829,t830,C213,P13,2021-11-15,2,16
830,t831,C224,P22,2022-01-18,2,184
831,t832,C203,P2,2019-11-26,2,196
832,t833,C17,P16,2019-11-18,3,1560
833,t834,C136,P4,2023-04-18,5,600
834,t835,C142,P3,2019-09-02,3,90
835,t836,C127,P6,2021-02-01,1,18
836,t837,C33,P10,2022-04-05,1,60
837,t838,C119,P9,2019-08-12,1,80
838,t839,C40,P17,2023-02-27,2,976
839,t840,C23,P15,2022-12-18,1,350
840,t841,C242,P17,2020-01-17,1,488
841,t842,C113,P17,2020-02-03,2,976
842,t843,C170,P22,2022-06-18,1,92
843,t844,C110,P19,2019-08-25,2,108
844,t845,C64,P22,2020-08-25,2,184
845,t846,C248,P7,2020-03-16,4,48
846,t847,C20,P14,2023-06-21,5,490
847,t848,C207,P15,2022-08-02,2,700
848,t849,C167,P13,2022-09-13,1,8
849,t850,C239,P4,2022-02-14,1,120
850,t851,C121,P21,2020-07-07,1,76
851,t852,C187,P17,2023-05-16,3,1464
852,t853,C86,P17,2021-11-11,1,488
853,t854,C67,P4,2023-02-24,4,480
854,t855,C86,P7,2022-02-06,3,36
855,t856,C195,P10,2022-10-19,1,60
856,t857,C216,P21,2021-08-01,2,152
857,t858,C247,P15,2023-01-19,1,350
858,t859,C21,P6,2021-02-10,4,72
859,t860,C8,P11,2021-09-06,3,135
860,t861,C115,P21,2020-04-18,3,228
861,t862,C54,P2,2019-11-18,1,98
862,t863,C161,P4,2021-07-13,1,120
863,t864,C156,P7,2022-08-03,1,12
864,t865,C210,P3,2021-04-27,1,30
865,t866,C246,P15,2023-06-20,1,350
866,t867,C136,P9,2022-11-09,2,160
867,t868,C155,P7,2022-04-02,1,12
868,t869,C91,P12,2020-02-01,1,36
869,t870,C144,P20,2021-07-15,1,49
870,t871,C9,P15,2020-01-06,1,350
871,t872,C177,P22,2022-02-07,2,184
872,t873,C164,P1,2022-05-06,4,200
873,t874,C221,P11,2021-11-15,1,45
874,t875,C119,P6,2020-04-07,5,90
875,t876,C97,P12,2021-03-06,1,36
876,t877,C164,P15,2021-05-19,1,350
877,t878,C153,P2,2022-06-29,2,196
878,t879,C74,P16,2021-12-27,3,1560
879,t880,C108,P17,2022-06-28,1,488
880,t881,C18,P18,2020-03-10,1,69
881,t882,C3,P15,2023-03-20,2,700
882,t883,C81,P22,2022-01-02,3,276
883,t884,C248,P7,2019-10-28,2,24
884,t885,C164,P8,2019-08-01,1,40
885,t886,C183,P16,2021-09-22,1,520
886,t887,C3,P5,2019-12-02,1,25
887,t888,C183,P2,2020-07-11,2,196
888,t889,C246,P20,2022-11-14,1,49
889,t890,C97,P2,2022-03-07,1,98
890,t891,C109,P22,2021-02-28,1,92
891,t892,C112,P11,2021-05-15,1,45
892,t893,C96,P19,2021-09-16,1,54
893,t894,C196,P22,2020-05-22,1,92
894,t895,C13,P1,2019-11-27,2,100
895,t896,C158,P3,2019-09-22,3,90
896,t897,C50,P8,2022-01-07,2,80
897,t898,C216,P1,2022-03-18,1,50
898,t899,C72,P19,2020-12-11,4,216
899,t900,C84,P22,2023-04-15,1,92
900,t901,C135,P6,2021-06-24,1,18
901,t902,C179,P4,2021-09-17,2,240
902,t903,C238,P6,2021-06-09,1,18
903,t904,C76,P20,2023-06-14,2,98
904,t905,C5,P8,2020-07-28,2,80
905,t906,C21,P19,2022-11-24,2,108
906,t907,C135,P21,2022-04-15,4,304
907,t908,C30,P16,2023-01-09,4,2080
908,t909,C7,P21,2020-01-19,1,76
909,t910,C117,P17,2021-09-09,2,976
910,t911,C114,P3,2022-01-11,3,90
911,t912,C164,P7,2020-03-21,3,36
912,t913,C93,P17,2019-11-05,1,488
913,t914,C80,P14,2020-07-23,1,98
914,t915,C47,P20,2021-11-04,1,49
915,t916,C53,P13,2022-01-25,1,8
916,t917,C53,P10,2020-09-23,2,120
917,t918,C213,P1,2021-03-16,3,150
918,t919,C136,P22,2020-06-25,1,92
919,t920,C19,P14,2023-01-14,1,98
920,t921,C242,P12,2022-09-12,1,36
921,t922,C161,P5,2019-12-02,1,25
922,t923,C16,P16,2019-09-26,1,520
923,t924,C113,P22,2022-07-14,1,92
924,t925,C102,P16,2022-03-02,2,1040
925,t926,C83,P17,2022-11-04,1,488
926,t927,C250,P16,2020-07-09,5,2600
927,t928,C247,P16,2020-03-06,1,520
928,t929,C244,P21,2022-11-27,2,152
929,t930,C231,P9,2019-10-04,2,160
930,t931,C187,P22,2023-04-27,4,368
931,t932,C227,P18,2019-07-18,2,138
932,t933,C55,P22,2022-04-27,1,92
933,t934,C171,P21,2019-10-31,3,228
934,t935,C125,P15,2023-06-18,3,1050
935,t936,C149,P11,2022-08-03,1,45
936,t937,C75,P7,2020-06-05,1,12
937,t938,C152,P1,2021-09-24,4,200
938,t939,C239,P19,2019-07-27,3,162
939,t940,C148,P10,2021-09-20,1,60
940,t941,C44,P6,2020-04-14,2,36
941,t942,C89,P15,2020-05-02,4,1400
942,t943,C5,P1,2020-07-15,3,150
943,t944,C229,P2,2020-03-13,1,98
944,t945,C28,P10,2020-04-02,2,120
945,t946,C182,P14,2023-02-27,1,98
946,t947,C92,P22,2019-07-07,4,368
947,t948,C153,P22,2021-09-25,1,92
948,t949,C124,P9,2021-10-19,2,160
949,t950,C136,P16,2022-01-23,3,1560
950,t951,C193,P14,2021-04-30,3,294
951,t952,C82,P6,2020-06-06,1,18
952,t953,C222,P15,2019-08-27,1,350
953,t954,C42,P19,2020-03-10,1,54
954,t955,C143,P19,2021-05-19,2,108
955,t956,C242,P3,2019-08-27,1,30
956,t957,C151,P18,2020-12-26,4,276
957,t958,C166,P21,2023-02-23,2,152
958,t959,C233,P18,2021-08-02,4,276
959,t960,C226,P22,2022-02-09,2,184
960,t961,C216,P17,2019-08-26,2,976
961,t962,C59,P13,2020-04-19,2,16
962,t963,C66,P22,2022-05-29,5,460
963,t964,C104,P7,2021-05-21,2,24
964,t965,C21,P2,2021-07-21,4,392
965,t966,C207,P13,2019-08-13,2,16
966,t967,C22,P13,2021-04-14,3,24
967,t968,C134,P10,2021-12-03,1,60
968,t969,C3,P1,2022-02-21,2,100
969,t970,C82,P15,2021-10-11,3,1050
970,t971,C153,P2,2020-07-20,1,98
971,t972,C199,P7,2022-01-11,2,24
972,t973,C229,P17,2019-08-20,1,488
973,t974,C10,P2,2021-12-13,2,196
974,t975,C192,P11,2019-11-03,4,180
975,t976,C73,P4,2022-10-08,1,120
976,t977,C22,P3,2023-05-29,5,150
977,t978,C1,P21,2022-09-06,3,228
978,t979,C98,P15,2021-02-21,1,350
979,t980,C200,P8,2020-06-19,1,40
980,t981,C164,P4,2019-07-13,1,120
981,t982,C103,P10,2021-02-01,1,60
982,t983,C247,P4,2021-07-23,2,240
983,t984,C159,P1,2022-02-15,3,150
984,t985,C62,P10,2022-11-24,1,60
985,t986,C103,P13,2023-01-20,3,24
986,t987,C13,P3,2020-10-11,1,30
987,t988,C200,P6,2019-10-17,2,36
988,t989,C60,P7,2020-09-09,4,48
989,t990,C132,P5,2020-03-06,3,75
990,t991,C169,P4,2021-02-17,1,120
991,t992,C34,P11,2020-09-23,5,225
992,t993,C234,P15,2022-09-11,1,350
993,t994,C185,P4,2021-11-17,3,360
994,t995,C200,P8,2021-09-24,2,80
995,t996,C166,P5,2020-03-03,1,25
996,t997,C224,P15,2023-01-30,3,1050
997,t998,C21,P11,2019-07-05,2,90
998,t999,C128,P5,2019-11-29,4,100
999,t1000,C126,P18,2021-07-06,2,138
1000,t1001,C216,P5,2021-07-26,5,125
1001,t1002,C247,P9,2022-07-13,4,320
1002,t1003,C3,P20,2022-03-01,2,98
1003,t1004,C54,P10,2021-01-10,1,60
1004,t1005,C71,P21,2022-12-06,2,152
1005,t1006,C209,P11,2020-08-21,3,135
1006,t1007,C34,P16,2021-01-06,2,1040
1007,t1008,C213,P7,2021-07-11,1,12
1008,t1009,C113,P16,2022-11-04,3,1560
1009,t1010,C200,P22,2021-11-23,3,276
1010,t1011,C242,P1,2023-03-19,2,100
1011,t1012,C175,P19,2019-09-15,1,54
1012,t1013,C107,P9,2020-06-14,2,160
1013,t1014,C127,P9,2019-10-13,2,160
1014,t1015,C45,P12,2022-08-27,1,36
1015,t1016,C8,P15,2022-04-02,2,700
1016,t1017,C78,P7,2020-03-22,2,24
1017,t1018,C147,P14,2022-07-29,1,98
1018,t1019,C187,P17,2020-08-31,2,976
1019,t1020,C225,P4,2023-06-05,1,120
1020,t1021,C212,P9,2019-07-08,1,80
1021,t1022,C121,P8,2019-07-09,4,160
1022,t1023,C189,P13,2020-05-22,3,24
1023,t1024,C21,P16,2021-05-06,1,520
1024,t1025,C54,P22,2023-04-13,1,92
1025,t1026,C154,P5,2023-05-11,1,25
1026,t1027,C206,P2,2020-10-01,1,98
1027,t1028,C52,P15,2023-06-21,2,700
1028,t1029,C121,P8,2022-07-26,1,40
1029,t1030,C42,P7,2020-07-12,2,24
1030,t1031,C173,P7,2019-08-18,2,24
1031,t1032,C98,P12,2020-05-16,1,36
1032,t1033,C100,P3,2022-07-30,1,30
1033,t1034,C132,P20,2021-06-06,2,98
1034,t1035,C7,P7,2023-05-12,2,24
1035,t1036,C101,P13,2022-04-26,2,16
1036,t1037,C59,P6,2023-06-11,3,54
1037,t1038,C106,P6,2020-05-01,1,18
1038,t1039,C232,P18,2020-11-09,3,207
1039,t1040,C120,P1,2020-06-02,2,100
1040,t1041,C223,P4,2022-05-27,3,360
1041,t1042,C170,P15,2020-05-25,4,1400
1042,t1043,C85,P3,2022-06-27,1,30
1043,t1044,C133,P15,2021-01-23,2,700
1044,t1045,C69,P7,2022-09-06,2,24
1045,t1046,C153,P2,2020-09-06,2,196
1046,t1047,C69,P18,2023-03-19,3,207
1047,t1048,C234,P10,2020-05-13,1,60
1048,t1049,C203,P4,2020-10-02,1,120
1049,t1050,C66,P14,2022-01-06,4,392
1050,t1051,C135,P19,2019-07-05,3,162
1051,t1052,C122,P6,2020-08-22,1,18
1052,t1053,C45,P15,2023-04-28,1,350
1053,t1054,C208,P10,2020-11-10,1,60
1054,t1055,C239,P14,2021-04-06,4,392
1055,t1056,C205,P18,2020-03-03,5,345
1056,t1057,C14,P16,2021-11-19,4,2080
1057,t1058,C137,P20,2022-07-26,1,49
1058,t1059,C250,P1,2021-12-09,1,50
1059,t1060,C245,P18,2021-02-07,1,69
1060,t1061,C237,P7,2022-02-13,1,12
1061,t1062,C37,P15,2020-12-10,1,350
1062,t1063,C82,P4,2021-12-13,1,120
1063,t1064,C193,P15,2022-01-28,1,350
1064,t1065,C82,P8,2021-03-05,1,40
1065,t1066,C12,P5,2022-11-26,3,75
1066,t1067,C234,P15,2023-03-29,1,350
1067,t1068,C153,P3,2020-12-09,2,60
1068,t1069,C169,P5,2022-09-05,2,50
1069,t1070,C110,P10,2021-03-09,3,180
1070,t1071,C118,P18,2023-01-22,1,69
1071,t1072,C64,P16,2022-11-19,1,520
1072,t1073,C73,P9,2021-10-05,3,240
1073,t1074,C200,P18,2022-03-04,5,345
1074,t1075,C190,P16,2022-05-15,3,1560
1075,t1076,C83,P20,2020-08-19,4,196
1076,t1077,C11,P15,2022-10-22,2,700
1077,t1078,C207,P14,2021-05-14,1,98
1078,t1079,C174,P5,2021-08-20,1,25
1079,t1080,C56,P22,2023-03-05,1,92
1080,t1081,C114,P4,2020-10-11,1,120
1081,t1082,C37,P9,2021-04-05,1,80
1082,t1083,C111,P11,2020-05-26,1,45
1083,t1084,C62,P16,2021-11-22,1,520
1084,t1085,C150,P6,2019-07-08,2,36
1085,t1086,C242,P1,2020-05-18,1,50
1086,t1087,C113,P11,2023-05-28,2,90
1087,t1088,C167,P1,2023-04-22,4,200
1088,t1089,C182,P6,2020-04-26,5,90
1089,t1090,C65,P1,2022-10-01,2,100
1090,t1091,C9,P17,2021-03-31,2,976
1091,t1092,C52,P21,2023-04-09,3,228
1092,t1093,C190,P1,2021-03-27,2,100
1093,t1094,C93,P21,2022-10-10,2,152
1094,t1095,C247,P17,2019-09-17,1,488
1095,t1096,C141,P18,2022-04-09,2,138
1096,t1097,C246,P9,2021-08-24,1,80
1097,t1098,C164,P5,2020-08-06,1,25
1098,t1099,C246,P21,2021-03-21,4,304
1099,t1100,C190,P1,2022-11-13,1,50
1100,t1101,C91,P9,2023-05-24,1,80
1101,t1102,C234,P17,2019-12-24,2,976
1102,t1103,C62,P15,2022-12-20,2,700
1103,t1104,C131,P2,2020-11-16,3,294
1104,t1105,C79,P16,2022-04-17,1,520
1105,t1106,C4,P11,2019-07-03,3,135
1106,t1107,C184,P4,2021-02-28,3,360
1107,t1108,C173,P5,2021-10-16,1,25
1108,t1109,C69,P8,2023-02-26,3,120
1109,t1110,C28,P22,2022-06-08,1,92
1110,t1111,C97,P13,2021-09-01,1,8
1111,t1112,C198,P10,2021-11-21,1,60
1112,t1113,C211,P15,2020-05-01,5,1750
1113,t1114,C54,P5,2023-02-03,2,50
1114,t1115,C202,P7,2021-06-21,1,12
1115,t1116,C53,P2,2023-02-11,1,98
1116,t1117,C68,P10,2022-03-07,1,60
1117,t1118,C72,P22,2020-08-03,1,92
1118,t1119,C92,P5,2022-04-25,3,75
1119,t1120,C134,P18,2020-04-01,1,69
1120,t1121,C167,P5,2021-07-08,4,100
1121,t1122,C115,P12,2020-02-21,2,72
1122,t1123,C106,P16,2022-05-19,2,1040
1123,t1124,C31,P11,2023-06-03,1,45
1124,t1125,C113,P8,2022-06-03,1,40
1125,t1126,C217,P19,2022-02-19,1,54
1126,t1127,C23,P21,2020-12-12,3,228
1127,t1128,C160,P4,2020-05-11,1,120
1128,t1129,C85,P5,2019-09-01,1,25
1129,t1130,C170,P13,2020-09-06,4,32
1130,t1131,C218,P18,2020-06-12,4,276
1131,t1132,C60,P9,2020-01-20,1,80
1132,t1133,C128,P7,2023-01-06,1,12
1133,t1134,C179,P14,2019-12-13,4,392
1134,t1135,C154,P13,2022-12-16,3,24
1135,t1136,C123,P10,2020-05-11,2,120
1136,t1137,C240,P13,2022-12-02,2,16
1137,t1138,C177,P19,2022-04-14,2,108
1138,t1139,C125,P1,2021-07-13,2,100
1139,t1140,C123,P6,2022-12-16,1,18
1140,t1141,C87,P1,2021-07-13,2,100
1141,t1142,C131,P9,2020-08-25,1,80
1142,t1143,C164,P18,2020-03-03,5,345
1143,t1144,C87,P7,2021-02-20,1,12
1144,t1145,C163,P14,2019-09-17,1,98
1145,t1146,C75,P12,2020-02-23,1,36
1146,t1147,C214,P20,2022-07-08,3,147
1147,t1148,C20,P7,2020-08-02,2,24
1148,t1149,C85,P2,2022-04-05,3,294
1149,t1150,C59,P12,2020-05-20,2,72
1150,t1151,C210,P8,2022-06-15,1,40
1151,t1152,C192,P4,2023-04-21,1,120
1152,t1153,C222,P21,2020-03-07,2,152
1153,t1154,C216,P5,2023-01-16,1,25
1154,t1155,C224,P20,2021-10-17,1,49
1155,t1156,C91,P14,2023-01-07,2,196
1156,t1157,C148,P6,2019-09-26,1,18
1157,t1158,C47,P7,2022-02-28,3,36
1158,t1159,C220,P6,2022-04-16,4,72
1159,t1160,C227,P3,2019-07-20,1,30
1160,t1161,C152,P4,2022-03-05,4,480
1161,t1162,C14,P19,2021-04-03,2,108
1162,t1163,C178,P1,2020-10-10,1,50
1163,t1164,C230,P15,2021-05-18,1,350
1164,t1165,C123,P2,2020-06-19,3,294
1165,t1166,C96,P10,2022-09-20,1,60
1166,t1167,C93,P12,2022-06-10,1,36
1167,t1168,C154,P10,2023-03-09,1,60
1168,t1169,C87,P9,2021-02-17,2,160
1169,t1170,C53,P12,2022-08-07,2,72
1170,t1171,C175,P8,2023-04-12,2,80
1171,t1172,C126,P22,2019-12-02,1,92
1172,t1173,C68,P6,2020-11-27,2,36
1173,t1174,C157,P6,2020-06-15,4,72
1174,t1175,C173,P16,2022-03-22,1,520
1175,t1176,C89,P7,2023-06-20,1,12
1176,t1177,C55,P11,2023-04-05,3,135
1177,t1178,C222,P15,2019-07-25,5,1750
1178,t1179,C193,P21,2020-07-29,2,152
1179,t1180,C124,P14,2021-03-26,3,294
1180,t1181,C214,P12,2020-03-20,1,36
1181,t1182,C49,P19,2021-12-04,1,54
1182,t1183,C39,P9,2021-11-25,1,80
1183,t1184,C167,P8,2022-09-13,1,40
1184,t1185,C246,P12,2021-01-03,4,144
1185,t1186,C225,P3,2020-12-22,2,60
1186,t1187,C99,P11,2021-07-30,4,180
1187,t1188,C176,P11,2021-07-31,2,90
1188,t1189,C80,P8,2022-02-25,1,40
1189,t1190,C180,P21,2019-11-03,2,152
1190,t1191,C184,P3,2020-08-18,1,30
1191,t1192,C34,P8,2023-05-21,5,200
1192,t1193,C116,P14,2019-11-11,3,294
1193,t1194,C63,P4,2023-05-29,2,240
1194,t1195,C101,P9,2023-06-22,2,160
1195,t1196,C171,P4,2020-04-21,1,120
1196,t1197,C81,P12,2020-10-05,1,36
1197,t1198,C7,P15,2021-02-08,1,350
1198,t1199,C244,P2,2022-02-05,2,196
1199,t1200,C218,P1,2023-02-16,2,100
1200,t1201,C196,P11,2020-07-02,1,45
1201,t1202,C46,P6,2020-01-07,1,18
1202,t1203,C190,P17,2020-12-25,4,1952
1203,t1204,C189,P2,2023-02-12,3,294
1204,t1205,C244,P17,2019-06-30,1,488
1205,t1206,C97,P18,2020-12-30,3,207
1206,t1207,C50,P11,2021-01-07,1,45
1207,t1208,C215,P6,2022-10-20,1,18
1208,t1209,C236,P18,2021-01-11,3,207
1209,t1210,C103,P14,2020-09-25,2,196
1210,t1211,C224,P4,2023-06-15,1,120
1211,t1212,C72,P17,2021-06-15,2,976
1212,t1213,C63,P18,2020-06-01,3,207
1213,t1214,C153,P3,2021-10-26,3,90
1214,t1215,C105,P5,2020-05-21,1,25
1215,t1216,C244,P10,2020-12-08,1,60
1216,t1217,C31,P19,2021-01-28,3,162
1217,t1218,C56,P6,2022-06-10,2,36
1218,t1219,C57,P1,2022-11-21,1,50
1219,t1220,C105,P9,2020-12-12,4,320
1220,t1221,C82,P7,2021-04-01,2,24
1221,t1222,C27,P9,2021-06-08,2,160
1222,t1223,C99,P1,2020-05-08,1,50
1223,t1224,C154,P11,2022-10-03,1,45
1224,t1225,C184,P22,2021-11-01,5,460
1225,t1226,C126,P17,2019-09-21,2,976
1226,t1227,C43,P13,2020-04-12,4,32
1227,t1228,C232,P6,2022-06-17,1,18
1228,t1229,C38,P5,2020-06-14,3,75
1229,t1230,C3,P6,2020-06-18,1,18
1230,t1231,C57,P7,2022-03-28,1,12
1231,t1232,C156,P10,2023-02-04,1,60
1232,t1233,C199,P9,2022-07-04,1,80
1233,t1234,C135,P13,2022-10-13,2,16
1234,t1235,C154,P13,2022-09-12,1,8
1235,t1236,C9,P17,2023-03-27,2,976
1236,t1237,C239,P8,2020-02-29,1,40
1237,t1238,C228,P7,2020-01-21,1,12
1238,t1239,C12,P3,2023-02-28,4,120
1239,t1240,C49,P1,2019-08-17,2,100
1240,t1241,C7,P6,2019-10-08,3,54
1241,t1242,C7,P13,2023-06-27,1,8
